CUSTKEY,NAME,ADDRESS,PHONE,ACCTBAL,MKTSEGMENT
655062,Customer#000655062,GsRLXhmxF0r8,21-722-597-9273,4948.40,AUTOMOBILE
656887,Customer#000656887,VLCOMWJpfGotLJpPSJS5s11RJ Ut6G4,29-751-997-2122,711.95,FURNITURE
657762,Customer#000657762,QHNGj5Pmfh8I4L,10-742-220-4133,4458.73,AUTOMOBILE
658743,Customer#000658743,TuCIpiNprqB4wgi,23-266-873-2941,1121.22,BUILDING
75287,Customer#000075287,x1LRbQiqYm7854p5jhu,14-472-750-9451,6284.48,MACHINERY
78435,Customer#000078435,QvIsr19ZKgo1JCA,21-575-767-4239,984.50,BUILDING
79607,Customer#000079607,"b4sIwx aAXObUV3Q27,uh",26-801-860-2883,7561.24,AUTOMOBILE
80128,Customer#000080128,"155qTKRAG8a,6yK1RLoBM8R2MTpQmyk4tyqmjm,",20-888-961-5396,694.10,BUILDING
81124,Customer#000081124,iBa jPA9rZaPBOb139mtxPQxxB7MXYY,13-940-691-7672,8328.37,AUTOMOBILE
81543,Customer#000081543,"mVMcJB,d7ulbPGURFajxWbT",19-739-213-9124,1133.60,HOUSEHOLD
81674,Customer#000081674,"3SZNMInEp3OFb,3ZWhh5,qnYXagKhnzuVfObvG",21-379-566-5491,285.34,AUTOMOBILE
82038,Customer#000082038,8THFhxq3K coCE03NXzLSeTJL,20-163-108-1756,1582.81,MACHINERY
85081,Customer#000085081,IyLoIgMDO0OrpnTruio8miMryL,31-487-561-2737,7524.64,HOUSEHOLD
85127,Customer#000085127,Ri742zwxn6OdBwb,34-453-481-8620,-968.54,BUILDING
87140,Customer#000087140,"PLluW7r3Asj,0B6PwHdEE5q brBYZ5s",18-431-449-8273,518.29,FURNITURE
87201,Customer#000087201,"s9EUms0F W,KojnVQv8 Tl2yO",15-248-170-9480,2867.20,AUTOMOBILE
1066803,Customer#001066803,In417eNDyEa9p47jHMBitkB35Li34PuvJXjCx6lL,18-769-727-5730,6688.95,AUTOMOBILE
1067659,Customer#001067659,8m30YK8CJoMqzCTJF96rlaLkH8AAOYoj,27-871-310-2513,2942.78,MACHINERY
1068288,Customer#001068288,hFgZmUZ79Tknif fcCvF2bYHj3soP21n,23-496-470-3974,7390.85,MACHINERY
1068529,Customer#001068529,rxenG8fFBwbVBt8uENknyJ 0lyaRH,20-273-480-8064,6946.23,BUILDING
1069642,Customer#001069642,daDzw7oc7HuIe3lb,21-760-570-2154,7769.64,AUTOMOBILE
1070671,Customer#001070671,uT9UVP3ciSxSVs9V75C9ttrN,14-953-451-6074,2769.36,BUILDING
1071511,Customer#001071511,I943zJ9dSUt2OugUD5,15-394-972-4369,7878.10,HOUSEHOLD
1071600,Customer#001071600,a5BhAZahCKSVkeMdz,23-632-801-8688,4735.72,HOUSEHOLD
1072211,Customer#001072211,"WOmv,W9tv3xAkx",17-599-410-1944,5575.16,MACHINERY
1074487,Customer#001074487,WxYuR8RkLXeDhNRExoOcFEBI9Wx11CpmLTYVV7x3,17-941-199-5018,1859.94,BUILDING
1075894,Customer#001075894,"hYMQ7R4ciX,Q9xcN9Zvm2hSVArG",20-960-473-4226,9747.95,BUILDING
1076666,Customer#001076666,ITl2npts1DLrCojrW rAEQIZHZVwS9K0s,30-568-946-2490,1096.03,AUTOMOBILE
1076735,Customer#001076735,"vr,7ZLy8y BKqM,Iz8Ba dkh LHNi,wH30",16-339-141-2527,3956.60,AUTOMOBILE
1079012,Customer#001079012,PaHAGPOaNRN9HPLm,25-771-954-4860,3184.44,MACHINERY
1079040,Customer#001079040,G6VVfhwFLR7VX,12-982-796-2722,6652.05,BUILDING
121081,Customer#000121081,H0hEdxW9NfULDdXGYXbxH  R9KKsZpleTJuz,12-978-779-6582,3522.00,HOUSEHOLD
121331,Customer#000121331,GjBToYLRjSm,29-940-780-4654,4948.28,MACHINERY
121589,Customer#000121589,NG5BLTSGuy,19-204-955-5014,5810.35,FURNITURE
122512,Customer#000122512,dhYOPGiJuTv7CecoLq2hiek0i,34-211-785-3016,2608.31,AUTOMOBILE
123050,Customer#000123050,pzeDsGMJ58wwPZotz1fp954xT9KxRNe6wldj,10-497-489-3372,4174.43,MACHINERY
123577,Customer#000123577,5CN PkSMBEYOML6svZDOJoMNdKIe7,18-359-496-7438,9281.03,HOUSEHOLD
124322,Customer#000124322,"4,M1fGb IsxYMT1oyd8Bz",20-596-523-6678,3580.14,MACHINERY
125031,Customer#000125031,"qzjzaUfOzYsUfC4WFL,ugDm6VmNxwqwyF8kd 6",29-835-690-8835,7951.18,HOUSEHOLD
130707,Customer#000130707,O0LKtw7uEBwL2 k67,29-365-668-2728,4194.80,AUTOMOBILE
130977,Customer#000130977,",yOOH2CCAo4F",17-111-405-5488,7758.43,AUTOMOBILE
131493,Customer#000131493,4IG4z6V5MyH1q6afrKso0KnFzTJRZb7,30-819-707-4291,2304.85,AUTOMOBILE
131974,Customer#000131974,"Ns,JVo0toalI9ErVnrPjI",31-397-386-4612,3475.53,FURNITURE
133755,Customer#000133755,jSQMjS3bT5iEwwybRQs7pb,18-875-827-5221,2628.95,BUILDING
133966,Customer#000133966,XT13C5ucAcg6GIWZa,21-324-202-6156,4210.44,BUILDING
242225,Customer#000242225,"oxN,pnknHZ2uxvPD7le2mn1c1felVWMXcr",11-139-235-2764,2712.77,MACHINERY
245005,Customer#000245005,"7HuP6YHfC,p6Bcrs0lE8d4ybtcCVu,YW6Nf",26-112-400-5927,-124.93,FURNITURE
248750,Customer#000248750,977JK6GzdRit7jyKxn,26-430-131-3560,-856.17,BUILDING
253329,Customer#000253329,Be9AwIsmqVFu9YtLxg4A0d,20-662-825-6422,4993.96,HOUSEHOLD
253939,Customer#000253939,Bask3G4wLHrdDRPBmsUQ9YJ4020R6ry,22-647-530-3599,2301.55,AUTOMOBILE
254406,Customer#000254406,rqi zQFlve,14-618-135-6133,6014.61,BUILDING
420159,Customer#000420159,6G4R9g2d5nPz8,14-576-328-3846,-32.18,AUTOMOBILE
420230,Customer#000420230,z20Y5gZqlmZ2eujscHV diOGLdMJDZQ6Uh,30-806-487-7651,1645.83,HOUSEHOLD
422408,Customer#000422408,WnUSqvSQWc85XZRpAAjaNmVNt0rMV 9yB86M,27-350-621-6540,1589.38,HOUSEHOLD
426501,Customer#000426501,5QbDHkcvVHKInlOnPD6Mayb96q,28-965-965-8655,-767.80,AUTOMOBILE
427583,Customer#000427583,"KFK,tAjXZe,PSeOdNVB6cZjnmBDHY3",15-520-107-6880,4336.31,FURNITURE
434969,Customer#000434969,nWlL1klleZzOf4B8SDiA6vzD1q,18-698-830-4093,7501.46,AUTOMOBILE
496472,Customer#000496472,sEHmEk6OB7cSVPtdFMdPLz1H,21-138-951-7685,-241.71,HOUSEHOLD
503803,Customer#000503803,CIG76JyiDbBNpt1SoOvgMJ1LfAvsmdm2Ak1,27-542-874-6627,5288.84,AUTOMOBILE
504171,Customer#000504171,a37kCa1b7iF7pup,31-798-660-6612,5555.30,AUTOMOBILE
504471,Customer#000504471,"3Z3mMMCqHoe ,2",23-269-612-7163,7496.84,BUILDING
505906,Customer#000505906,079vtdachtoh8,32-105-260-1788,7932.39,AUTOMOBILE
508814,Customer#000508814,Ikax7z11ul5SWuYBUVU6JMBqkDd9Ym,10-721-950-5784,154.45,BUILDING
585847,Customer#000585847,gh3k8dbzB9ljhvFn,23-556-713-4428,7750.54,HOUSEHOLD
598047,Customer#000598047,VaUda1ntw6ne3ZQ9yI0VVpuQgiFx3,11-809-839-9589,8087.81,MACHINERY
599084,Customer#000599084,CUmjJucNytj,22-310-558-7923,2304.41,AUTOMOBILE
812607,Customer#000812607,DR2xeSslP7h,22-993-440-7322,9364.83,BUILDING
812669,Customer#000812669,v6SxZAL5dJKslzKVoHlDw,16-338-931-1083,7051.23,HOUSEHOLD
812727,Customer#000812727,yaX3t3vLHQpPBLXBa8y0YZje2,24-997-518-2208,7732.50,MACHINERY
813021,Customer#000813021,"sxjedUnLDCL7hS,,daMaTFqNO",12-208-468-3441,7139.68,HOUSEHOLD
813469,Customer#000813469,JeI5KmKOD3AZjGhe4jb5zXP,32-419-500-4019,5516.18,FURNITURE
816517,Customer#000816517,FeHfZILVCaC8,14-520-575-3927,3204.86,MACHINERY
816524,Customer#000816524,fSJLv02FyRCVNb7VvUC,31-553-621-1657,3053.34,AUTOMOBILE
822740,Customer#000822740,QAyagbvV10aWbBRPGr5BeHbEs088Y2MVFw2JrH,11-187-993-4750,-166.22,HOUSEHOLD
824527,Customer#000824527,yI7d0yQ1 Qkugu8i 6T1eLt4PMgv,15-470-700-1218,3501.02,AUTOMOBILE
1080162,Customer#001080162,"2hHWe ,FAt3YmYfZ",34-183-122-2622,5276.28,AUTOMOBILE
1081074,Customer#001081074,rLqoVDOvqyHgImsp6R7fFC4,24-356-657-3319,8538.40,HOUSEHOLD
1084689,Customer#001084689,aa0J QcDGHn7Z9QNiZmditN0c1Pz2zUOIaQx,15-860-540-5228,-715.95,HOUSEHOLD
1084935,Customer#001084935,"q6,R0kkEPCir",26-923-633-8184,3410.59,HOUSEHOLD
1087732,Customer#001087732,9lyg3 JpCG86ilTRb4,18-585-987-3921,1345.59,HOUSEHOLD
1088813,Customer#001088813,QJChIUUUoJk0feeMq,12-479-811-3936,4004.88,BUILDING
1089214,Customer#001089214,lQlIpgfB0i6hGUqzNkhwf4AFA89VGg,32-308-312-1307,3145.62,BUILDING
1089761,Customer#001089761,tBWGDRpJLDf44Fjb NhbzoSQHJ czQBmZVI5Luc,28-603-120-1379,6318.19,HOUSEHOLD
1090303,Customer#001090303,RT3DDFU1lL9x9Byb6tdgndXjYdam,30-420-484-9297,1672.41,FURNITURE
1090430,Customer#001090430,6YRQQQtANigETcykDlKAkBcpNiNwWR4,26-451-492-1399,1315.09,FURNITURE
1472060,Customer#001472060,"I ByaLSJ,4dA",34-832-692-1138,2590.29,FURNITURE
1473018,Customer#001473018,S PYBaPVUPmnm4m,22-428-379-7316,8630.82,HOUSEHOLD
1474360,Customer#001474360,kYR1kGMr7PQVgfc7a7,31-516-937-9789,1724.41,HOUSEHOLD
1474445,Customer#001474445,"rwMDa, Swp",25-879-813-2595,-3.04,MACHINERY
1475879,Customer#001475879,UCZNnhnsrcg4uQVaWIFKBt92W,14-905-425-7737,5841.29,AUTOMOBILE
1476170,Customer#001476170,"j9Cty,vUierOXU",29-545-191-9785,7371.40,BUILDING
1476857,Customer#001476857,"5E3j9QKmxG,pCs4eQm",28-708-593-7194,1183.35,MACHINERY
1479119,Customer#001479119,"zM3aTge8ApDUiiAA0qxC2,a",32-863-473-2667,8925.97,HOUSEHOLD
1482364,Customer#001482364,uU Jb3aJrPOZdRrVT hWF,19-973-284-6800,8017.81,HOUSEHOLD
1482972,Customer#001482972,8uz4TkOUZOfIfYbo,23-893-473-1912,870.32,HOUSEHOLD
1483586,Customer#001483586,ztzlPqVzj8BfYW8Uf6gUBLPoNXG27lh,21-495-409-9424,137.68,AUTOMOBILE
392463,Customer#000392463,TYCBgUrD9fxMNpFP D rF5o,24-880-748-1666,442.39,BUILDING
393409,Customer#000393409,Ozo6h 2trz1Z8CZMQl oZ5pzK,11-481-558-1688,9789.72,FURNITURE
394267,Customer#000394267,7M2XE1TIVm2SdAlUjGqwXsOzY bPs5,14-489-754-3382,7514.61,MACHINERY
395173,Customer#000395173,2yzbJnjWvs,15-754-128-1298,-311.82,MACHINERY
395174,Customer#000395174,7e iFrwNAMUPv,18-826-585-8260,4197.57,HOUSEHOLD
395446,Customer#000395446,6Huf4Lt94Yfy,30-570-645-5871,118.26,AUTOMOBILE
398387,Customer#000398387,YKt9lh qzDYTBlHRNQnuDVSK6D,26-734-433-4934,-959.09,FURNITURE
398474,Customer#000398474,H1YdE5r5lfd,32-411-699-7947,7175.10,FURNITURE
403263,Customer#000403263,nmbSdS7p5lbxr8Wr2yNyf1C841cM,10-611-147-9930,5434.67,MACHINERY
660681,Customer#000660681,"eEcN,OnqmnoWrCZOo5nBb1L7Tzv3jWpjfV8VlE8",20-543-490-2108,8537.23,FURNITURE
661707,Customer#000661707,S1hehgKWpUW1Om9,23-867-344-9446,-849.60,FURNITURE
664114,Customer#000664114,aQPYKdPNXkCEE4EseGl4n,21-907-270-6157,5933.75,BUILDING
666334,Customer#000666334,OUZ1a4eTIe,19-655-817-5300,9282.44,AUTOMOBILE
667322,Customer#000667322,GK0UH0uBNKLLfkhvI9Srtq4nLiiX7VWD DWI,25-823-633-9981,2277.64,MACHINERY
667483,Customer#000667483,"uIgn,,vkAQ",34-961-151-8863,2570.99,HOUSEHOLD
667995,Customer#000667995,7SanesEcABC0jsNYA44AWZ9igMiCWfXrIbL8939j,28-389-826-3232,5149.34,FURNITURE
670181,Customer#000670181,"aXd3m2gK1C,9qvU3NOdC",19-790-733-9428,5347.94,AUTOMOBILE
670191,Customer#000670191,"S,Uz,D3MjJNlHS8ocatpgwPv",10-987-910-9184,-383.26,BUILDING
670834,Customer#000670834,ig1eOLcqGBkt9IhVcIeCyw,13-642-811-8752,92.78,BUILDING
797762,Customer#000797762,PCkVVYVwYEFTmgp7eSEmtWo bPdxe1CeJ,27-278-486-9558,-85.06,AUTOMOBILE
797845,Customer#000797845,",bfXHjBjTZ,1HyPBHVo1",26-886-534-9437,-529.09,BUILDING
799644,Customer#000799644,9uXIZ 7dzjtwU92vtQsQgyh,13-754-645-4825,3597.53,HOUSEHOLD
800032,Customer#000800032,WYmBCVuupa5w2kDad,20-718-915-6463,7236.23,AUTOMOBILE
803446,Customer#000803446,cBUAjVVnT57uHhnJHlQCtNhlD8InN,24-866-487-4071,5979.28,AUTOMOBILE
806043,Customer#000806043,Cj4KCHMRjUO8LldRti,11-992-951-7024,369.72,HOUSEHOLD
93872,Customer#000093872," s 2oFs5MapHB",18-646-442-6762,8253.84,AUTOMOBILE
95364,Customer#000095364,"6FrRlUO7p9qa8i HQxtkcpmxme9K,f3psQF",29-427-145-2133,6001.80,AUTOMOBILE
96653,Customer#000096653,MXdTIH2gn6AVKQ3QbXUnKQ2,12-841-732-7429,8550.39,FURNITURE
99385,Customer#000099385,"kz,kWCfiY5Hj,1xi8aoh",26-372-982-4906,4710.33,HOUSEHOLD
99696,Customer#000099696,u 3fd9qsNHM6i2OhjJws c4vlrCW6h,29-323-800-1041,914.80,FURNITURE
102180,Customer#000102180,"a,25hRVlj48YbxOiBwagyrx",16-970-717-2214,4534.91,AUTOMOBILE
103251,Customer#000103251,iJZNk2tDQnQAui5R8uvStb ,32-103-528-9652,1159.31,BUILDING
1230315,Customer#001230315,eboPTPVET20If8HfNMjEBiZR8283wspXLk u,27-738-406-4296,7339.89,HOUSEHOLD
1231132,Customer#001231132,"Lt5bkme68Gi5uqrWJWh49art1TY,6mcCg88Hdx2",26-408-802-8823,1124.15,BUILDING
1231487,Customer#001231487,"mikDlvTrCeAKcbmL7x,mQ",18-926-927-5304,8362.35,FURNITURE
1232091,Customer#001232091,TqnJ01ze8g6R9 wbxrlRATxIQ,29-575-976-8664,9562.36,MACHINERY
1234926,Customer#001234926,Gsj4hDXaf1kDN3S,15-922-480-8806,7179.88,AUTOMOBILE
1236144,Customer#001236144,OgYmrCN2NEUJQVk3vEP,28-120-160-5619,6779.18,HOUSEHOLD
1238086,Customer#001238086,WZ3JtlJYnGcveiy38tqw2b,19-921-168-1345,559.01,AUTOMOBILE
1350184,Customer#001350184,4iNGKGOyxjF2H,18-550-812-1039,-35.72,HOUSEHOLD
1350742,Customer#001350742,xsMR1krONmFc8vSQkMxf,31-813-637-3096,2259.57,BUILDING
1355521,Customer#001355521,"lVcQKlXBhXSzF9PV H7mrAeb,M",17-546-843-5987,7167.12,MACHINERY
1356585,Customer#001356585,HeQSyL5xWOwCHJil Q6Alck,30-202-566-1764,491.87,MACHINERY
1356958,Customer#001356958,UmHOH4DH5W4AaalzA9,27-897-689-8289,3496.39,BUILDING
1357876,Customer#001357876,7c6YNxCl acqTDcYrzQ3sMYH ,24-700-803-9619,1863.09,BUILDING
1360361,Customer#001360361,oV9R1PMX PYOVkjyXvwqwPdAc1mkg1Uvve tQH,20-435-473-4590,5962.36,MACHINERY
1362083,Customer#001362083,Kr8N8nyE4ANeYSCGSM,23-689-781-6382,6013.52,MACHINERY
196049,Customer#000196049,"Vu,jpGZ94hWICoqvg9BSnD",18-315-443-3285,8629.51,FURNITURE
198131,Customer#000198131,taixJPxRDBFF,14-149-209-9036,7844.62,MACHINERY
198792,Customer#000198792,"Ci1ZcMjV4OnesHe hWCTwNZZXkG,q,1g78",33-484-694-2506,6071.97,HOUSEHOLD
198904,Customer#000198904,gTxTwWMU8t9NxYcuINNM942zhcTbO6,31-843-756-7000,8248.56,FURNITURE
199484,Customer#000199484,ZemOuoPMjZS,33-409-816-6393,1956.93,AUTOMOBILE
201572,Customer#000201572,"tOnkk4G7SM97W,1,9cXUFKfsIyo",26-582-134-2161,6168.88,AUTOMOBILE
202076,Customer#000202076,087swgS4jRS,23-598-923-9264,5893.22,FURNITURE
202216,Customer#000202216,f8Q6NmW2FvL8,29-260-421-5259,8697.96,FURNITURE
202228,Customer#000202228,f6TdJFDH6ZJED,26-765-912-9503,6431.96,BUILDING
204354,Customer#000204354,"r,uTBWnwiWjYEO",21-373-126-6675,-871.13,AUTOMOBILE
206270,Customer#000206270,HToONsccclfQkmPguCTiUrQ5izSIj,20-622-127-8119,4559.86,FURNITURE
209470,Customer#000209470,"6,e2DccoIyeCCGVD2HKkEYzmSY4eZ5QPNymY",26-230-749-2592,2189.67,AUTOMOBILE
439547,Customer#000439547,f3Y4ytnpX2r3sE2iB26gHuhkyWSg,34-318-760-2675,316.72,FURNITURE
439604,Customer#000439604,EMqtUhQvys,16-334-260-9563,1583.24,MACHINERY
441279,Customer#000441279,"2PAzbDd1vKwxwSVGcWY6dWV4LYJeesNbb,s",12-533-535-8972,-43.32,BUILDING
442018,Customer#000442018,dcRMY4yXdIVxkjENnjPgGF8bntJXgIXn8WY,24-148-815-2398,4240.90,BUILDING
442912,Customer#000442912,Um7HyCmb0KB,22-930-442-1422,7501.70,BUILDING
443751,Customer#000443751,5zy4pcBDcSY32UmROqcr6rxkqnSg,27-201-508-1525,3828.29,BUILDING
445787,Customer#000445787," tfw3ypoX7rUkG1juKXoaXUmS",10-223-734-2079,9528.18,MACHINERY
445971,Customer#000445971,54A2fjlejJhcVoVSTFpzzQRd,14-373-555-5149,4811.53,HOUSEHOLD
447093,Customer#000447093,fGJaG72pCeFjQuaw9U0CXWFvrGZw4qp0ELnHi w,13-830-327-4253,3168.22,HOUSEHOLD
447159,Customer#000447159,iylN0izrQy9,25-394-650-2661,6054.02,AUTOMOBILE
449833,Customer#000449833,lampx1iMa71gLjtsKXzJjZc yUK,29-476-897-6167,5090.83,HOUSEHOLD
449890,Customer#000449890," uyqTpL7k1lML0b6lD7Q21UKBr0YAFf3SSkG,",13-870-474-8306,2378.61,MACHINERY
781160,Customer#000781160,ZjWd1GVPiL,21-736-567-1545,8362.78,MACHINERY
782202,Customer#000782202,"pFOkVB,0bJBKWM",34-332-140-5489,1051.51,BUILDING
786020,Customer#000786020,45WQKjXIIUph,33-538-486-2056,-706.03,MACHINERY
786797,Customer#000786797,gMpaa0KgQME8 YpEQlsRpeUFcDqJpkX gHKP,31-910-284-3823,578.36,MACHINERY
790428,Customer#000790428,5MLnjcU 75x5 ,23-746-826-9570,2645.62,HOUSEHOLD
790852,Customer#000790852,",Lwkq6zuD0FVfJ52PNlPk",27-364-886-8845,4154.33,AUTOMOBILE
791022,Customer#000791022,k6UT ARCqo,26-515-416-5077,3879.16,BUILDING
792998,Customer#000792998,X4tJjKdVlcG7G,16-625-908-2383,1360.52,MACHINERY
793307,Customer#000793307,"Ctt6c,Z6zPVV5,KcM",30-412-256-8279,5791.46,AUTOMOBILE
794420,Customer#000794420,3g6YMJztPzW7cZAg,17-750-501-3989,-234.62,MACHINERY
794452,Customer#000794452,F2NTwuwktvewnPcyjc8cjrrnW5,11-473-734-3192,6486.29,AUTOMOBILE
1007068,Customer#001007068,"GT3w49Fls,3tGWFkgmguFGi4",31-807-658-2576,2141.06,MACHINERY
1007266,Customer#001007266,",FwYH2sQed4EiONnZs WX0XPxnbnXkHHB",23-133-590-5187,4714.59,MACHINERY
1008416,Customer#001008416,"6 OV7CL9WzTkU,2GYkCptoeNBY",17-200-995-2964,498.14,HOUSEHOLD
1011325,Customer#001011325,VoA84eEGiF0Kk3gE61VovAOSG,34-670-245-9729,5749.61,AUTOMOBILE
1011825,Customer#001011825,0iPpegoxLtwbBdMbylAEr5ZUbi7,18-222-641-9674,4175.11,MACHINERY
1013961,Customer#001013961,"a KnXmOYb,LkRivS20TeshGjk8OH8WBHzHEq1",33-665-667-1116,2041.30,MACHINERY
1018579,Customer#001018579,J4s qXWn8nJQW5oaMmA,11-597-745-7971,7370.92,BUILDING
1018986,Customer#001018986,QlWQqM1uN7zSvGmgLLYTlGeeztphLIgENDv4zGb,17-153-709-4387,2051.11,MACHINERY
1247453,Customer#001247453,jZQ3SgtViiHOjQ NHC GhhuQtZY4,13-551-129-7279,352.55,AUTOMOBILE
1247784,Customer#001247784,EOsOzRmVhslN1P,18-641-246-5622,8621.85,AUTOMOBILE
1247891,Customer#001247891,bSquTZmcwXkExdFcjAZ5iYfQQPEzMNgTR9PtpIF,17-430-362-3365,9473.56,FURNITURE
1248494,Customer#001248494,"3 AIfMHrzcke7,Hc,Z1Nn81",23-974-710-7866,9831.12,HOUSEHOLD
1249323,Customer#001249323,"mVvgPlfiHoS,OEl",25-778-320-9315,2308.72,BUILDING
1250543,Customer#001250543,r GopXrBpwsAKXyatdPYDDzUpVeZXpjjW,13-296-249-3634,9838.33,BUILDING
1251306,Customer#001251306,"KE0iUSCfEDCHG5Cn,cm5HTgI9sWkIdAb1jVS",26-863-722-6050,2452.98,BUILDING
1255629,Customer#001255629,4riP5MXXhB,17-757-696-5084,6296.48,AUTOMOBILE
1257519,Customer#001257519,OL0pt5qdnjuWU1PKFKjwloXa,28-317-237-1369,5899.80,HOUSEHOLD
1258192,Customer#001258192,"h 23,7C,mSfaQqSzniZBHMy9KXOzbOhSrEw3h",26-909-759-2031,8610.64,FURNITURE
1259124,Customer#001259124,lnQaup604KwHdR3O8t6iCCIdtqGW,15-915-925-8400,7343.86,MACHINERY
1425706,Customer#001425706,"evwKfyN X4 5gx,YK 7QSAH3",22-941-310-6564,2645.34,HOUSEHOLD
1429659,Customer#001429659," YD7TNDZlu8q4PtsxAMkpCJPEsACY",21-913-505-6326,9905.20,MACHINERY
1433189,Customer#001433189,aABQGKWBB934fVU2wI9Hw4RbF,34-383-546-4985,9340.78,AUTOMOBILE
1433621,Customer#001433621,"GjAN4K7fz,r3RnZPwVOC46ZaN5DETuPMo",29-310-587-3393,5991.74,HOUSEHOLD
1433665,Customer#001433665,zhy8 S1GwY7aO3fSfyKJ8hNa5TfGmjyvkSCdD,22-837-950-3065,-549.52,MACHINERY
1437680,Customer#001437680,zysUK0MMQmh,27-139-785-6399,5420.88,FURNITURE
1439735,Customer#001439735,LpYxRQTP3gY3RQsLX480VqEb9U4nFhoN1i,10-883-618-6063,4235.23,AUTOMOBILE
154834,Customer#000154834,gEwH93RHL7anx,17-793-517-1300,2293.01,BUILDING
157991,Customer#000157991,"XjZn,iLAHLACEJdrZmO",22-515-323-6567,-864.34,MACHINERY
159972,Customer#000159972,yzwiMznizOvbzHSSDsakBEHB3YVqnClOHuS,15-969-355-1507,3754.29,MACHINERY
38376,Customer#000038376,69XSeAuPi4L86jFK8zLXH 8rMW0qDchp 77GaA,13-764-759-4320,792.77,AUTOMOBILE
38502,Customer#000038502,ekyzkqfF80QMM,26-575-566-7836,172.19,AUTOMOBILE
39066,Customer#000039066,",Dy BW0R468fF4ybYBKQGZ9vE",25-384-615-9312,3410.68,BUILDING
40066,Customer#000040066,dOB Sl6e9JbgvlSDzd2HrP5,26-106-153-5435,9167.90,BUILDING
40881,Customer#000040881,"3xlDL0TmFLfA9t3X9f,rouS W C9 ",20-648-237-2681,6530.55,BUILDING
41709,Customer#000041709,qcXUJNstJMUIJSvxeid ,21-202-524-1621,-696.36,HOUSEHOLD
42397,Customer#000042397,weT9qSCBcoSaHNlWqmINHwSqzc8DC RbWqyWhwHc,21-322-327-8357,9244.10,HOUSEHOLD
44984,Customer#000044984,"NuxSIiSpUf,M0SGMF3J",17-528-126-1405,5941.04,HOUSEHOLD
46466,Customer#000046466,c2gZ14uH 2rJ8qNhlkEIIYrqY8KDAE,19-516-769-8660,2803.12,FURNITURE
46644,Customer#000046644,WQLOpCavvDfkoM ,16-432-326-8556,7347.96,AUTOMOBILE
49251,Customer#000049251,gh7CFTk2B5,32-839-907-3960,-16.96,HOUSEHOLD
51987,Customer#000051987,"O94UaQ, Mf4hNF 4RrRvvihagLDb2UF",30-596-500-1142,3960.13,MACHINERY
53039,Customer#000053039,"u35,RODh8Kb3JfB 506F04P0e",31-513-390-4820,6563.68,AUTOMOBILE
53626,Customer#000053626,llAuXiO1u3vXYF25Ok,25-419-675-8976,7834.49,HOUSEHOLD
53882,Customer#000053882,U7LF6Pg 35MeUCGLThBU8TdzO2,22-796-715-2062,5376.67,BUILDING
55017,Customer#000055017,"21HieXa, d8Gf9HR",17-227-574-5171,4880.65,AUTOMOBILE
693879,Customer#000693879,tN2tzPvc7wZbOy1F6aLpQImIQUwqDpJ6L,30-407-179-6008,6298.04,BUILDING
696033,Customer#000696033,Y8AlOdMhcDNodeLOe tz,22-664-968-8773,7640.23,HOUSEHOLD
697360,Customer#000697360,"FDoQ,hIsos,ZKqoc14Ko",33-964-545-5640,2653.78,FURNITURE
699555,Customer#000699555,2AzRXuBfUqS0XKJQ43UJVjBm7QHMB,26-728-383-3738,4950.81,BUILDING
701846,Customer#000701846,eIR14dUo53E4icXbz0uYxokyjU,27-499-169-4044,571.72,FURNITURE
915800,Customer#000915800,o4EwZhPU0JuSbfKB1hQXnoS9,11-690-140-2524,2786.10,FURNITURE
921242,Customer#000921242,6ZzMNeW4tQV3rTBxYraG4SPP1UWAAnyv,33-559-935-3751,8427.06,HOUSEHOLD
921497,Customer#000921497,gego6zlccbHFFWJwyI1SOGXty,30-613-288-1183,1918.40,HOUSEHOLD
921810,Customer#000921810,TOAh7L2owss2U9VMSHxWHrDefMrYrbJM2yresd7,20-179-725-1521,-207.52,MACHINERY
921960,Customer#000921960,LmYmtTcuaT4R616cqrHcLoR,34-683-630-6956,8431.12,HOUSEHOLD
924430,Customer#000924430,"p5 xDNP0b6yXw5R5IQey,Zf",17-433-346-1095,4289.16,BUILDING
926519,Customer#000926519,fDHEBR3S6gmPeAUgLjmwxQwt2SJ3qk6k5a,27-422-760-2312,110.42,AUTOMOBILE
926784,Customer#000926784,2VkgsUpiy3Hbbf,22-137-812-2000,9278.21,MACHINERY
928431,Customer#000928431,fyqVSgYhedAcFdxp9c4aBlPhi4df75lpGEKYP,12-393-960-1980,9764.96,BUILDING
928758,Customer#000928758,dqlQmbPg9ge,14-304-211-8844,7182.31,MACHINERY
929145,Customer#000929145,4 n5e2LYJzfzfq2N,11-580-303-5776,2875.23,FURNITURE
929371,Customer#000929371,"zYspIS8 4SdhiJfU9y,3lpfyx0o1UBcM2",29-889-988-4002,2065.00,BUILDING
929620,Customer#000929620,SouJ5ZrgJK6iuusvpuy6I,12-672-228-3054,5281.66,MACHINERY
1186430,Customer#001186430,"UJ,m8B8MVeab4YFW3djaNc",30-512-532-1754,7367.74,BUILDING
1187081,Customer#001187081,"GuWDfH7Lr5FWLUV982xnswBQz,rdj",21-950-204-3082,-757.00,HOUSEHOLD
1187601,Customer#001187601," dpbytDQ9ufihzE6OagIU2I3M6DhF3 0PVi",32-130-745-9451,8629.98,MACHINERY
